Label	AUC-ROC
vegetal	0.6276
fruite	0.7044
frais	0.6865
vegetal_vert	0.6710
doux	0.6801
gras	0.6439
floral	0.7161
boise	0.6945
vert	0.6606
aldehyde	0.6876
chimique	0.6727
empyreumatique	0.8507
balsamique	0.6436
aldehyde_frais	0.6485
fruit_exotique	0.6868
herbe	0.6634
legume	0.7042
fermentaire	0.6370
phenole	0.7440
epice	0.7049
fleur_d_arbuste	0.7285
cuit	0.8411
terreux	0.6407
fruit_sec	0.7160
fleur_du_jardin	0.6679
agrume	0.7639
oleagineux	0.7225
lactique	0.6313
soufre	0.9395
plante_aromatique	0.6953
animal	0.7208
fruit_a_coque	0.7570
moisi	0.6002
fruit_a_pepins	0.7905
torrefie	0.8261
medicinal	0.7378
vegetal_sec	0.6675
rose	0.6863
huile	0.6557
lactone	0.6413
menthe	0.8230
bois	0.7472
creme	0.5722
boissons_alcoolisees	0.7921
sucre_cuit	0.7541
baie	0.6221
poudre	0.7213
viande_cuite	0.9378
pomme	0.8329
malte	0.7813
mielle	0.7206
solvant	0.8459
ananas	0.7612
fruit_rouge	0.7340
coumarine	0.7264
caramel	0.8096
mineral	0.6966
resineux	0.8237
alliace	0.9701
fruit_a_noyau	0.6837
metal	0.6491
metallique	0.6902
peponide	0.7560
melon	0.7519
brule	0.8551
feuille	0.7212
alcool_de_fut	0.8202
ether	0.8366
boisson_fermentee	0.7932
camphre	0.8472
miel	0.7566
citronne	0.7982
racine	0.6852
oignon	0.9731
crucifere	0.8401
lacte	0.5390
fleur_d_arbre	0.6978
vin	0.8214
fromage	0.8405
poire	0.8633
banane	0.8173
champignon	0.6964
cafe	0.9021
cacao	0.7315
musque	0.8413
savon	0.8275
beurre	0.7183
noix_de_coco	0.7821
anise	0.7786
pin	0.8254
vanille	0.9006
jasmin	0.7143
ambre	0.8717
ail	0.9772
musc	0.8954
cereale	0.8772
peche	0.7339
cerise	0.8451
violette	0.7066
rhum	0.7748
