Label	AUC-ROC
vegetal	0.6927
fruite	0.7515
frais	0.7386
vegetal_vert	0.7193
doux	0.7055
gras	0.6644
floral	0.7589
boise	0.7786
vert	0.7511
aldehyde	0.7188
chimique	0.7100
empyreumatique	0.8150
balsamique	0.7740
aldehyde_frais	0.7118
fruit_exotique	0.7810
herbe	0.6981
legume	0.8220
fermentaire	0.7004
phenole	0.7999
epice	0.7415
fleur_d_arbuste	0.7880
cuit	0.7916
terreux	0.6627
fruit_sec	0.7834
fleur_du_jardin	0.7302
agrume	0.7742
oleagineux	0.8059
lactique	0.7376
soufre	0.9527
plante_aromatique	0.7835
animal	0.7326
fruit_a_coque	0.8073
moisi	0.6726
fruit_a_pepins	0.8603
torrefie	0.8709
medicinal	0.8401
vegetal_sec	0.6961
rose	0.8775
huile	0.7374
lactone	0.7533
menthe	0.8447
bois	0.8862
creme	0.7650
boissons_alcoolisees	0.7338
sucre_cuit	0.8089
baie	0.6890
poudre	0.8227
viande_cuite	0.8582
pomme	0.9302
malte	0.8711
mielle	0.7974
solvant	0.8174
ananas	0.8783
fruit_rouge	0.7680
coumarine	0.8608
caramel	0.8818
mineral	0.7166
resineux	0.9000
alliace	0.9646
fruit_a_noyau	0.7381
metal	0.7343
metallique	0.7339
peponide	0.9325
melon	0.9324
brule	0.8301
feuille	0.6596
alcool_de_fut	0.7053
ether	0.8593
boisson_fermentee	0.7942
camphre	0.8799
miel	0.8248
citronne	0.8364
racine	0.7341
oignon	0.9641
crucifere	0.9176
lacte	0.7169
fleur_d_arbre	0.8090
vin	0.8250
fromage	0.8640
poire	0.9007
banane	0.9141
champignon	0.7220
cafe	0.8751
cacao	0.8654
musque	0.9274
savon	0.8395
beurre	0.8227
noix_de_coco	0.8883
anise	0.7652
pin	0.9390
vanille	0.9214
jasmin	0.8075
ambre	0.9186
ail	0.9687
musc	0.9076
cereale	0.8829
peche	0.8113
cerise	0.8250
violette	0.8901
rhum	0.7642
