Label	AUC-ROC
vegetal	0.6404
fruite	0.7362
frais	0.6980
vegetal_vert	0.6884
doux	0.7026
gras	0.6855
floral	0.7384
boise	0.7185
vert	0.6790
aldehyde	0.6913
chimique	0.6812
empyreumatique	0.8609
balsamique	0.7213
aldehyde_frais	0.6674
fruit_exotique	0.7405
herbe	0.6639
legume	0.7290
fermentaire	0.6683
phenole	0.8023
epice	0.7362
fleur_d_arbuste	0.7420
cuit	0.8579
terreux	0.6508
fruit_sec	0.7741
fleur_du_jardin	0.6927
agrume	0.7905
oleagineux	0.7970
lactique	0.6847
soufre	0.9439
plante_aromatique	0.7021
animal	0.7164
fruit_a_coque	0.7784
moisi	0.6615
fruit_a_pepins	0.8287
torrefie	0.8417
medicinal	0.8162
vegetal_sec	0.7003
rose	0.7278
huile	0.6826
lactone	0.7530
menthe	0.8427
bois	0.7854
creme	0.7089
boissons_alcoolisees	0.8149
sucre_cuit	0.7983
baie	0.6365
poudre	0.7739
viande_cuite	0.9353
pomme	0.8768
malte	0.7915
mielle	0.7349
solvant	0.8741
ananas	0.8223
fruit_rouge	0.7918
coumarine	0.8050
caramel	0.8217
mineral	0.6965
resineux	0.8433
alliace	0.9720
fruit_a_noyau	0.7937
metal	0.7096
metallique	0.6964
peponide	0.7636
melon	0.7568
brule	0.8597
feuille	0.6493
alcool_de_fut	0.8781
ether	0.8761
boisson_fermentee	0.7781
camphre	0.8629
miel	0.7730
citronne	0.8410
racine	0.5558
oignon	0.9710
crucifere	0.8669
lacte	0.6358
fleur_d_arbre	0.7744
vin	0.8006
fromage	0.7862
poire	0.8987
banane	0.8789
champignon	0.7139
cafe	0.9223
cacao	0.7789
musque	0.9037
savon	0.8439
beurre	0.7893
noix_de_coco	0.9379
anise	0.8156
pin	0.8560
vanille	0.9328
jasmin	0.7773
ambre	0.8887
ail	0.9769
musc	0.9194
cereale	0.8673
peche	0.8050
cerise	0.8617
violette	0.7465
rhum	0.8533
