Label	AUC-ROC
vegetal	0.6324
fruite	0.7448
frais	0.7059
vegetal_vert	0.6771
doux	0.7087
gras	0.6840
floral	0.7585
boise	0.7230
vert	0.6867
aldehyde	0.6817
chimique	0.6874
empyreumatique	0.8580
balsamique	0.7110
aldehyde_frais	0.6654
fruit_exotique	0.7646
herbe	0.6610
legume	0.7479
fermentaire	0.6662
phenole	0.8031
epice	0.7192
fleur_d_arbuste	0.7545
cuit	0.8566
terreux	0.6432
fruit_sec	0.7789
fleur_du_jardin	0.6996
agrume	0.7753
oleagineux	0.8037
lactique	0.7030
soufre	0.9488
plante_aromatique	0.6879
animal	0.7146
fruit_a_coque	0.7638
moisi	0.6558
fruit_a_pepins	0.8293
torrefie	0.8448
medicinal	0.8112
vegetal_sec	0.6748
rose	0.7440
huile	0.6813
lactone	0.7178
menthe	0.8416
bois	0.7888
creme	0.7027
boissons_alcoolisees	0.8234
sucre_cuit	0.7970
baie	0.6903
poudre	0.7743
viande_cuite	0.9376
pomme	0.8704
malte	0.7876
mielle	0.7332
solvant	0.8848
ananas	0.8095
fruit_rouge	0.8031
coumarine	0.7353
caramel	0.8278
mineral	0.6708
resineux	0.8657
alliace	0.9710
fruit_a_noyau	0.8059
metal	0.6972
metallique	0.6841
peponide	0.7365
melon	0.7351
brule	0.8532
feuille	0.6559
alcool_de_fut	0.8724
ether	0.8928
boisson_fermentee	0.7897
camphre	0.8797
miel	0.7633
citronne	0.8220
racine	0.5788
oignon	0.9729
crucifere	0.8642
lacte	0.6694
fleur_d_arbre	0.7641
vin	0.8165
fromage	0.8129
poire	0.9083
banane	0.8758
champignon	0.7118
cafe	0.9183
cacao	0.7662
musque	0.8826
savon	0.8425
beurre	0.7913
noix_de_coco	0.9280
anise	0.8045
pin	0.8865
vanille	0.8841
jasmin	0.7847
ambre	0.8883
ail	0.9743
musc	0.9111
cereale	0.8678
peche	0.7952
cerise	0.8753
violette	0.7279
rhum	0.8477
