Label	AUC-ROC
vegetal	0.6664
fruite	0.7394
frais	0.7405
vegetal_vert	0.7207
doux	0.6572
gras	0.6643
floral	0.7521
boise	0.6970
vert	0.7266
aldehyde	0.7216
chimique	0.6781
empyreumatique	0.8141
balsamique	0.6977
aldehyde_frais	0.7319
fruit_exotique	0.7601
herbe	0.7217
legume	0.7426
fermentaire	0.6667
phenole	0.7651
epice	0.6800
fleur_d_arbuste	0.7786
cuit	0.7739
terreux	0.5948
fruit_sec	0.7150
fleur_du_jardin	0.7415
agrume	0.8347
oleagineux	0.7665
lactique	0.7082
soufre	0.9052
plante_aromatique	0.7310
animal	0.7088
fruit_a_coque	0.7710
moisi	0.6418
fruit_a_pepins	0.8278
torrefie	0.8333
medicinal	0.8040
vegetal_sec	0.7282
rose	0.8130
huile	0.7648
lactone	0.7737
menthe	0.8515
bois	0.8114
creme	0.7150
boissons_alcoolisees	0.8557
sucre_cuit	0.7698
baie	0.7048
poudre	0.7834
viande_cuite	0.8950
pomme	0.9028
malte	0.7937
mielle	0.7377
solvant	0.9227
ananas	0.8553
fruit_rouge	0.7148
coumarine	0.7888
caramel	0.8403
mineral	0.6314
resineux	0.8466
alliace	0.9757
fruit_a_noyau	0.7949
metal	0.6445
metallique	0.6315
peponide	0.7768
melon	0.7751
brule	0.8800
feuille	0.7304
alcool_de_fut	0.8884
ether	0.9262
boisson_fermentee	0.8316
camphre	0.8395
miel	0.7406
citronne	0.7657
racine	0.4897
oignon	0.9656
crucifere	0.8100
lacte	0.7598
fleur_d_arbre	0.7813
vin	0.8333
fromage	0.7829
poire	0.8941
banane	0.8528
champignon	0.7541
cafe	0.8842
cacao	0.7991
musque	0.9006
savon	0.7413
beurre	0.8214
noix_de_coco	0.9081
anise	0.7303
pin	0.9044
vanille	0.8200
jasmin	0.8100
ambre	0.9522
ail	0.9666
musc	0.9381
cereale	0.8081
peche	0.7874
cerise	0.7850
violette	0.8517
rhum	0.8492
