Label	AUC-ROC
vegetal	0.7052
fruite	0.7312
frais	0.7438
vegetal_vert	0.7449
doux	0.7026
gras	0.6696
floral	0.7796
boise	0.7213
vert	0.7304
aldehyde	0.7587
chimique	0.6787
empyreumatique	0.8001
balsamique	0.6772
aldehyde_frais	0.7498
fruit_exotique	0.7376
herbe	0.7210
legume	0.7779
fermentaire	0.6570
phenole	0.8124
epice	0.7281
fleur_d_arbuste	0.7152
cuit	0.7880
terreux	0.6689
fruit_sec	0.7451
fleur_du_jardin	0.7489
agrume	0.8020
oleagineux	0.7712
lactique	0.7079
soufre	0.8729
plante_aromatique	0.7611
animal	0.6991
fruit_a_coque	0.8091
moisi	0.6735
fruit_a_pepins	0.7739
torrefie	0.7854
medicinal	0.8448
vegetal_sec	0.6403
rose	0.7329
huile	0.7441
lactone	0.7326
menthe	0.8603
bois	0.8289
creme	0.6794
boissons_alcoolisees	0.7819
sucre_cuit	0.8205
baie	0.7360
poudre	0.8200
viande_cuite	0.8410
pomme	0.8253
malte	0.7870
mielle	0.7936
solvant	0.7840
ananas	0.8327
fruit_rouge	0.7113
coumarine	0.6984
caramel	0.8827
mineral	0.7086
resineux	0.8848
alliace	0.9619
fruit_a_noyau	0.7566
metal	0.7148
metallique	0.7176
peponide	0.8093
melon	0.8090
brule	0.8498
feuille	0.6503
alcool_de_fut	0.8212
ether	0.8514
boisson_fermentee	0.7555
camphre	0.9242
miel	0.7495
citronne	0.8265
racine	0.5872
oignon	0.9796
crucifere	0.7819
lacte	0.6979
fleur_d_arbre	0.7685
vin	0.7639
fromage	0.7891
poire	0.8097
banane	0.8511
champignon	0.6760
cafe	0.8417
cacao	0.7143
musque	0.9538
savon	0.7914
beurre	0.8150
noix_de_coco	0.7783
anise	0.6056
pin	0.9381
vanille	0.8596
jasmin	0.8915
ambre	0.8952
ail	0.9741
musc	0.9818
cereale	0.8911
peche	0.7978
cerise	0.7705
violette	0.8838
rhum	0.8336
