Label	AUC-ROC
vegetal	0.7101
fruite	0.7382
frais	0.7469
vegetal_vert	0.7502
doux	0.7207
gras	0.6701
floral	0.7670
boise	0.7185
vert	0.7287
aldehyde	0.7716
chimique	0.6983
empyreumatique	0.7969
balsamique	0.7168
aldehyde_frais	0.7523
fruit_exotique	0.7493
herbe	0.7228
legume	0.7787
fermentaire	0.6673
phenole	0.8136
epice	0.7220
fleur_d_arbuste	0.7186
cuit	0.7784
terreux	0.6947
fruit_sec	0.7542
fleur_du_jardin	0.7604
agrume	0.8126
oleagineux	0.7834
lactique	0.7079
soufre	0.8738
plante_aromatique	0.7469
animal	0.7106
fruit_a_coque	0.8150
moisi	0.6872
fruit_a_pepins	0.7831
torrefie	0.7879
medicinal	0.8386
vegetal_sec	0.6894
rose	0.7390
huile	0.7472
lactone	0.7900
menthe	0.8813
bois	0.8278
creme	0.6804
boissons_alcoolisees	0.8046
sucre_cuit	0.8222
baie	0.7511
poudre	0.8402
viande_cuite	0.8329
pomme	0.8507
malte	0.7693
mielle	0.7804
solvant	0.7975
ananas	0.8483
fruit_rouge	0.7478
coumarine	0.7609
caramel	0.8681
mineral	0.6779
resineux	0.8751
alliace	0.9558
fruit_a_noyau	0.7545
metal	0.6992
metallique	0.7011
peponide	0.8032
melon	0.8023
brule	0.8454
feuille	0.6691
alcool_de_fut	0.8402
ether	0.8637
boisson_fermentee	0.7640
camphre	0.9230
miel	0.7597
citronne	0.8468
racine	0.5407
oignon	0.9785
crucifere	0.7739
lacte	0.7318
fleur_d_arbre	0.7538
vin	0.7837
fromage	0.7981
poire	0.8279
banane	0.8684
champignon	0.7188
cafe	0.8413
cacao	0.7129
musque	0.9594
savon	0.7651
beurre	0.8237
noix_de_coco	0.8165
anise	0.6489
pin	0.9319
vanille	0.8851
jasmin	0.8761
ambre	0.9026
ail	0.9749
musc	0.9816
cereale	0.8844
peche	0.7976
cerise	0.7987
violette	0.8937
rhum	0.8419
