Label	AUC-ROC
vegetal	0.7099
fruite	0.7366
frais	0.7453
vegetal_vert	0.7480
doux	0.7192
gras	0.6682
floral	0.7864
boise	0.7311
vert	0.7401
aldehyde	0.7605
chimique	0.7015
empyreumatique	0.8029
balsamique	0.7167
aldehyde_frais	0.7476
fruit_exotique	0.7390
herbe	0.7215
legume	0.7774
fermentaire	0.6565
phenole	0.8137
epice	0.7334
fleur_d_arbuste	0.7221
cuit	0.7832
terreux	0.6869
fruit_sec	0.7548
fleur_du_jardin	0.7660
agrume	0.8148
oleagineux	0.7843
lactique	0.7035
soufre	0.8831
plante_aromatique	0.7345
animal	0.7103
fruit_a_coque	0.8179
moisi	0.6748
fruit_a_pepins	0.7841
torrefie	0.7889
medicinal	0.8400
vegetal_sec	0.6778
rose	0.7334
huile	0.7389
lactone	0.7713
menthe	0.8460
bois	0.8127
creme	0.6819
boissons_alcoolisees	0.7952
sucre_cuit	0.8244
baie	0.7792
poudre	0.8429
viande_cuite	0.8353
pomme	0.8440
malte	0.7807
mielle	0.7937
solvant	0.7915
ananas	0.8268
fruit_rouge	0.7379
coumarine	0.7454
caramel	0.8683
mineral	0.6820
resineux	0.8846
alliace	0.9696
fruit_a_noyau	0.7581
metal	0.7054
metallique	0.7022
peponide	0.8044
melon	0.8025
brule	0.8568
feuille	0.6697
alcool_de_fut	0.8336
ether	0.8651
boisson_fermentee	0.7593
camphre	0.9224
miel	0.7532
citronne	0.8502
racine	0.5729
oignon	0.9762
crucifere	0.7878
lacte	0.7308
fleur_d_arbre	0.7660
vin	0.7885
fromage	0.7923
poire	0.8307
banane	0.8568
champignon	0.7051
cafe	0.8496
cacao	0.7107
musque	0.9583
savon	0.7911
beurre	0.8351
noix_de_coco	0.8114
anise	0.6583
pin	0.9361
vanille	0.8922
jasmin	0.9073
ambre	0.8985
ail	0.9660
musc	0.9790
cereale	0.8959
peche	0.8064
cerise	0.7977
violette	0.8383
rhum	0.8323
