Label	AUC-ROC
vegetal	0.6631
fruite	0.7368
frais	0.7362
vegetal_vert	0.7161
doux	0.6736
gras	0.6654
floral	0.7689
boise	0.7111
vert	0.7224
aldehyde	0.7197
chimique	0.6874
empyreumatique	0.8285
balsamique	0.7088
aldehyde_frais	0.7256
fruit_exotique	0.7639
herbe	0.7163
legume	0.7473
fermentaire	0.6708
phenole	0.7707
epice	0.6939
fleur_d_arbuste	0.7902
cuit	0.7844
terreux	0.6018
fruit_sec	0.7211
fleur_du_jardin	0.7486
agrume	0.8368
oleagineux	0.7754
lactique	0.7342
soufre	0.9047
plante_aromatique	0.7309
animal	0.7335
fruit_a_coque	0.7797
moisi	0.6441
fruit_a_pepins	0.8375
torrefie	0.8530
medicinal	0.8166
vegetal_sec	0.7172
rose	0.8153
huile	0.7701
lactone	0.7837
menthe	0.8493
bois	0.7987
creme	0.7440
boissons_alcoolisees	0.8488
sucre_cuit	0.7810
baie	0.6993
poudre	0.7950
viande_cuite	0.8975
pomme	0.9112
malte	0.8032
mielle	0.7347
solvant	0.9135
ananas	0.8678
fruit_rouge	0.7103
coumarine	0.8001
caramel	0.8469
mineral	0.6187
resineux	0.8461
alliace	0.9767
fruit_a_noyau	0.8040
metal	0.6291
metallique	0.6166
peponide	0.7893
melon	0.7871
brule	0.8881
feuille	0.7236
alcool_de_fut	0.8980
ether	0.9284
boisson_fermentee	0.8022
camphre	0.8365
miel	0.7506
citronne	0.7619
racine	0.4948
oignon	0.9665
crucifere	0.8038
lacte	0.7839
fleur_d_arbre	0.7832
vin	0.8068
fromage	0.7920
poire	0.9018
banane	0.8677
champignon	0.7583
cafe	0.8961
cacao	0.8062
musque	0.9076
savon	0.7380
beurre	0.8215
noix_de_coco	0.9194
anise	0.7454
pin	0.9159
vanille	0.8290
jasmin	0.8214
ambre	0.9540
ail	0.9682
musc	0.9395
cereale	0.8260
peche	0.8087
cerise	0.7777
violette	0.8607
rhum	0.8645
