Label	AUC-ROC
vegetal	0.6600
fruite	0.7367
frais	0.7367
vegetal_vert	0.7104
doux	0.6609
gras	0.6649
floral	0.7555
boise	0.7049
vert	0.7101
aldehyde	0.7247
chimique	0.6815
empyreumatique	0.8204
balsamique	0.7042
aldehyde_frais	0.7318
fruit_exotique	0.7519
herbe	0.7231
legume	0.7482
fermentaire	0.6773
phenole	0.7688
epice	0.6886
fleur_d_arbuste	0.7894
cuit	0.7779
terreux	0.5982
fruit_sec	0.7176
fleur_du_jardin	0.7353
agrume	0.8347
oleagineux	0.7738
lactique	0.7200
soufre	0.9051
plante_aromatique	0.7259
animal	0.7201
fruit_a_coque	0.7746
moisi	0.6510
fruit_a_pepins	0.8317
torrefie	0.8417
medicinal	0.8118
vegetal_sec	0.7150
rose	0.8233
huile	0.7655
lactone	0.7625
menthe	0.8523
bois	0.8041
creme	0.7075
boissons_alcoolisees	0.8430
sucre_cuit	0.7772
baie	0.7114
poudre	0.7945
viande_cuite	0.8915
pomme	0.9064
malte	0.7908
mielle	0.7355
solvant	0.9195
ananas	0.8500
fruit_rouge	0.7048
coumarine	0.8004
caramel	0.8488
mineral	0.6237
resineux	0.8440
alliace	0.9757
fruit_a_noyau	0.7733
metal	0.6349
metallique	0.6230
peponide	0.7647
melon	0.7623
brule	0.8826
feuille	0.7247
alcool_de_fut	0.8905
ether	0.9233
boisson_fermentee	0.8108
camphre	0.8437
miel	0.7370
citronne	0.7763
racine	0.5027
oignon	0.9648
crucifere	0.8061
lacte	0.7093
fleur_d_arbre	0.7754
vin	0.8098
fromage	0.7800
poire	0.8946
banane	0.8585
champignon	0.7577
cafe	0.8942
cacao	0.7736
musque	0.8980
savon	0.7423
beurre	0.8087
noix_de_coco	0.9109
anise	0.7563
pin	0.9094
vanille	0.8130
jasmin	0.8238
ambre	0.9491
ail	0.9695
musc	0.9357
cereale	0.8161
peche	0.7840
cerise	0.7760
violette	0.8317
rhum	0.8452
