Label	AUC-ROC
vegetal	0.6596
fruite	0.7125
frais	0.7328
vegetal_vert	0.7143
doux	0.6515
gras	0.6460
floral	0.7311
boise	0.6987
vert	0.7215
aldehyde	0.7131
chimique	0.6444
empyreumatique	0.8108
balsamique	0.6765
aldehyde_frais	0.7107
fruit_exotique	0.7120
herbe	0.7000
legume	0.7311
fermentaire	0.6667
phenole	0.7451
epice	0.6652
fleur_d_arbuste	0.7560
cuit	0.7695
terreux	0.5798
fruit_sec	0.6833
fleur_du_jardin	0.7018
agrume	0.8271
oleagineux	0.7313
lactique	0.7237
soufre	0.8962
plante_aromatique	0.7138
animal	0.6613
fruit_a_coque	0.7516
moisi	0.6466
fruit_a_pepins	0.7993
torrefie	0.8358
medicinal	0.7758
vegetal_sec	0.6824
rose	0.7864
huile	0.7421
lactone	0.7034
menthe	0.8296
bois	0.8001
creme	0.7191
boissons_alcoolisees	0.8290
sucre_cuit	0.7657
baie	0.6653
poudre	0.7658
viande_cuite	0.8651
pomme	0.8589
malte	0.7758
mielle	0.7257
solvant	0.8864
ananas	0.8215
fruit_rouge	0.6724
coumarine	0.7496
caramel	0.8287
mineral	0.6452
resineux	0.8360
alliace	0.9691
fruit_a_noyau	0.7338
metal	0.6519
metallique	0.6395
peponide	0.7634
melon	0.7613
brule	0.8586
feuille	0.7214
alcool_de_fut	0.8658
ether	0.8992
boisson_fermentee	0.7952
camphre	0.8213
miel	0.7125
citronne	0.7578
racine	0.5242
oignon	0.9576
crucifere	0.7806
lacte	0.7228
fleur_d_arbre	0.7796
vin	0.7977
fromage	0.7896
poire	0.8816
banane	0.8210
champignon	0.7296
cafe	0.8700
cacao	0.7587
musque	0.8827
savon	0.7304
beurre	0.8162
noix_de_coco	0.8620
anise	0.7185
pin	0.8900
vanille	0.7936
jasmin	0.8127
ambre	0.9417
ail	0.9666
musc	0.9185
cereale	0.8053
peche	0.7385
cerise	0.7257
violette	0.8131
rhum	0.8547
