Label	AUC-ROC
vegetal	0.6651
fruite	0.7375
frais	0.7421
vegetal_vert	0.7166
doux	0.6756
gras	0.6716
floral	0.7619
boise	0.7154
vert	0.7131
aldehyde	0.7213
chimique	0.6948
empyreumatique	0.8233
balsamique	0.7161
aldehyde_frais	0.7314
fruit_exotique	0.7471
herbe	0.7236
legume	0.7508
fermentaire	0.6823
phenole	0.7600
epice	0.6964
fleur_d_arbuste	0.7880
cuit	0.7778
terreux	0.6152
fruit_sec	0.7097
fleur_du_jardin	0.7336
agrume	0.8468
oleagineux	0.7605
lactique	0.7164
soufre	0.9039
plante_aromatique	0.7195
animal	0.7324
fruit_a_coque	0.7619
moisi	0.6411
fruit_a_pepins	0.8310
torrefie	0.8493
medicinal	0.8170
vegetal_sec	0.7147
rose	0.8184
huile	0.7645
lactone	0.7659
menthe	0.8505
bois	0.7969
creme	0.7199
boissons_alcoolisees	0.8480
sucre_cuit	0.7860
baie	0.6904
poudre	0.7832
viande_cuite	0.8704
pomme	0.8983
malte	0.7912
mielle	0.7500
solvant	0.9147
ananas	0.8436
fruit_rouge	0.7108
coumarine	0.8055
caramel	0.8549
mineral	0.6225
resineux	0.8396
alliace	0.9732
fruit_a_noyau	0.7573
metal	0.6242
metallique	0.6093
peponide	0.7819
melon	0.7803
brule	0.8817
feuille	0.7149
alcool_de_fut	0.8846
ether	0.9287
boisson_fermentee	0.8284
camphre	0.8377
miel	0.7499
citronne	0.7813
racine	0.4991
oignon	0.9630
crucifere	0.8076
lacte	0.7430
fleur_d_arbre	0.7904
vin	0.8292
fromage	0.7896
poire	0.9014
banane	0.8586
champignon	0.7431
cafe	0.8942
cacao	0.7918
musque	0.9061
savon	0.7146
beurre	0.8124
noix_de_coco	0.9081
anise	0.7458
pin	0.8961
vanille	0.8134
jasmin	0.8148
ambre	0.9517
ail	0.9701
musc	0.9397
cereale	0.8159
peche	0.7592
cerise	0.7691
violette	0.8478
rhum	0.8519
