Label,Precision,Recall,F1,AUROC
fruity,0.7545922116091109,0.7716003005259203,0.763001485884101,0.8257397195995518
vegetal,0.6820388349514563,0.7101937657961247,0.6958316137020223,0.7743556392333345
fresh,0.7213403880070547,0.7194371152154794,0.7203874944958168,0.8115884904760554
sweet,0.6466942148760331,0.6173570019723866,0.6316851664984864,0.7686546247274992
green vegetal,0.6638554216867469,0.601528384279476,0.6311569301260023,0.7976102240177538
floral,0.6461538461538462,0.5992217898832685,0.6218034993270525,0.8274555452913933
green,0.6588021778584392,0.5020746887966805,0.5698587127158555,0.8021767305999671
fatty,0.7195876288659794,0.4853963838664812,0.579734219269103,0.808786428178672
woody,0.6360225140712945,0.49130434782608695,0.5543744889615699,0.7931153205558455
chemical,0.6830985915492958,0.4459770114942529,0.5396383866481224,0.8493966090806891
empyreumatic,0.65,0.5351089588377724,0.5869853917662683,0.8783537977240188
grass.1,0.5625,0.19047619047619047,0.2845849802371542,0.7654545617912915
balsamic,0.631578947368421,0.2887700534759358,0.3963302752293578,0.8194824617057916
fermented,0.5488721804511278,0.1983695652173913,0.29141716566866266,0.805694056641404
phenolic,0.5708154506437768,0.44481605351170567,0.5,0.8614556309192636
vegetable,0.6836734693877551,0.46689895470383275,0.5548654244306418,0.905847246868645
dairy,0.7023809523809523,0.213768115942029,0.3277777777777778,0.7919723679537948
oleaginous,0.7254901960784313,0.29133858267716534,0.4157303370786517,0.8457629867204814
dried fruit,0.7254901960784313,0.29133858267716534,0.4157303370786517,0.8499396385520461
citrus,0.6,0.3170731707317073,0.4148936170212766,0.8630148031986475
waxy,0.6159420289855072,0.3483606557377049,0.44502617801047123,0.8938972702490758
spicy,0.5377358490566038,0.2336065573770492,0.32571428571428573,0.8013144628253481
fruit with pip,0.6782608695652174,0.34210526315789475,0.45481049562682213,0.8974465789076944
nutty,0.7051282051282052,0.25462962962962965,0.3741496598639456,0.8554422618750103
earthy,0.4,0.03755868544600939,0.06866952789699571,0.7488484365311365
roasted,0.6451612903225806,0.37735849056603776,0.47619047619047616,0.8968491328549278
sulphurous,0.7474226804123711,0.7213930348258707,0.7341772151898734,0.9783233075018118
bush flower,0.5641025641025641,0.21782178217821782,0.3142857142857143,0.8434353381694897
oily,0.5846153846153846,0.1958762886597938,0.29343629343629346,0.7817693385071063
tropical,0.5625,0.13989637305699482,0.22406639004149378,0.8104263653518747
medicinal,0.536,0.35638297872340424,0.4281150159744409,0.8773665604884826
tropical fruit,0.6781609195402298,0.31382978723404253,0.4290909090909091,0.8897180449351116
alcoholic beverages,0.5730337078651685,0.281767955801105,0.37777777777777777,0.9093780737855336
solvent,0.7338709677419355,0.5112359550561798,0.6026490066225165,0.9326811741846354
garden flower,0.4642857142857143,0.07386363636363637,0.12745098039215685,0.8123418230024505
sulphur,0.7272727272727273,0.5269461077844312,0.6111111111111112,0.9571033988361305
rose,0.5733333333333334,0.25903614457831325,0.35684647302904565,0.8622382181608086
cooked,0.6027397260273972,0.27672955974842767,0.3793103448275862,0.8604104601125456
apple,0.6774193548387096,0.2709677419354839,0.3870967741935484,0.9154030845714931
mint,0.6344086021505376,0.39072847682119205,0.48360655737704916,0.8978141064233779
dry vegetal,0.7333333333333333,0.1456953642384106,0.2430939226519337,0.7613115361459732
meaty,0.6179775280898876,0.36666666666666664,0.4602510460251046,0.9304470656764234
ethereal,0.7093023255813954,0.4236111111111111,0.5304347826086957,0.9382867344468652
musty,1.0,0.0,0.0,0.719853317414293
aldehydic,0.5510204081632653,0.19424460431654678,0.2872340425531915,0.8602173913043477
lactone,0.7647058823529411,0.19117647058823528,0.3058823529411765,0.8362015018773465
aromatic plant,0.6551724137931034,0.2753623188405797,0.3877551020408163,0.8583382146388778
animal,0.6896551724137931,0.15267175572519084,0.25,0.7823236799978832
alliaceous,0.7422680412371134,0.5714285714285714,0.6457399103139013,0.9777482689285543
cooked sugar,0.625,0.38461538461538464,0.47619047619047616,0.8928347946435801
caramel,0.6056338028169014,0.36752136752136755,0.4574468085106383,0.8918630417338427
winey,0.6896551724137931,0.18018018018018017,0.2857142857142857,0.9048849106838798
fermented drink,0.6363636363636364,0.12612612612612611,0.21052631578947367,0.9051499953561809
pineapple,0.5357142857142857,0.14563106796116504,0.22900763358778625,0.9043257082058784
odorless,0.7865168539325843,0.7,0.7407407407407407,0.9727832407011544
pungent,0.8571428571428571,0.06060606060606061,0.11320754716981132,0.8435940602607269
berry,0.2,0.010309278350515464,0.0196078431372549,0.7687433421078116
cream,0.5294117647058824,0.09473684210526316,0.16071428571428573,0.732526495419436
cheese,0.875,0.22340425531914893,0.3559322033898305,0.924456743637436
burnt,1.0,0.010752688172043012,0.02127659574468085,0.8713985828085324
barrel aged alcohol,0.8,0.08695652173913043,0.1568627450980392,0.9050800281580555
stone fruit,0.6666666666666666,0.02247191011235955,0.043478260869565216,0.8329189576858713
onion,0.7096774193548387,0.4943820224719101,0.5827814569536424,0.9791298111403299
powdery,0.3684210526315789,0.08433734939759036,0.13725490196078433,0.8514380101049358
dry,1.0,0.0,0.0,0.7271411622721787
red berry,1.0,0.0,0.0,0.8289061125655804
cocoa,0.8571428571428571,0.15,0.2553191489361702,0.8663257736328952
malt,0.9166666666666666,0.1375,0.2391304347826087,0.8549014412886816
honey,0.6,0.189873417721519,0.28846153846153844,0.8330615747693628
honeyed,0.6666666666666666,0.12658227848101267,0.2127659574468085,0.8411285131945933
milky,0.3333333333333333,0.013157894736842105,0.02531645569620253,0.7614595629997549
wood,0.43243243243243246,0.4266666666666667,0.42953020134228187,0.8973604060913705
leafy,1.0,0.0,0.0,0.743949122485171
butter,0.2727272727272727,0.04285714285714286,0.07407407407407407,0.8384007718748115
mineral,1.0,0.0,0.0,0.7005549822556694
metallic,1.0,0.0,0.0,0.6912675240995697
metal,1.0,0.0,0.0,0.6925637411592963
camphor,0.5,0.30303030303030304,0.37735849056603776,0.9329706674839419
melon,1.0,0.015151515151515152,0.029850746268656716,0.8480762109080693
peponide,0.5,0.045454545454545456,0.08333333333333333,0.8506238108008018
pear,0.4444444444444444,0.06153846153846154,0.10810810810810811,0.8911152874084635
banana,0.6666666666666666,0.03125,0.05970149253731343,0.8987894736842105
savory,1.0,0.0,0.0,0.875782894736842
coumarin,0.6428571428571429,0.29508196721311475,0.4044943820224719,0.8527554495443201
garlic,0.7777777777777778,0.4666666666666667,0.5833333333333334,0.9853299705758722
resinous,0.33962264150943394,0.3050847457627119,0.32142857142857145,0.8876869391824527
cognac,0.6,0.10714285714285714,0.18181818181818182,0.9482644925364186
vanilla,0.5925925925925926,0.2909090909090909,0.3902439024390244,0.9298581452104941
coffee,0.8333333333333334,0.09090909090909091,0.16393442622950818,0.9248398413666871
fresh aldehydic,1.0,0.01818181818181818,0.03571428571428571,0.8754652226967663
lemony,0.07142857142857142,0.018867924528301886,0.029850746268656716,0.8891805975106359
alcohol,0.6086956521739131,0.5283018867924528,0.5656565656565656,0.9355438169194515
sharp,1.0,0.0,0.0,0.7758773484579936
jasmin,0.2727272727272727,0.058823529411764705,0.0967741935483871,0.7884520642427827
tobacco,1.0,0.0,0.0,0.7915968732551646
amber,0.8888888888888888,0.16,0.2711864406779661,0.9229384679782335
mushroom,1.0,0.0,0.0,0.8446714106320636
musk,0.782608695652174,0.3673469387755102,0.5,0.9234992741866621
musky,0.7916666666666666,0.3877551020408163,0.5205479452054794,0.9338399795064469
orange,1.0,0.0,0.0,0.8972205618649133
clean,1.0,0.0,0.0,0.7588352153910498
warm,1.0,0.0,0.0,0.767043078209954
peach,0.625,0.10638297872340426,0.18181818181818182,0.8482174624635309
cruciferous,0.6428571428571429,0.19148936170212766,0.29508196721311475,0.9271418914110867
coconut,0.5833333333333334,0.3111111111111111,0.4057971014492754,0.9052074631022
grape,0.7222222222222222,0.28888888888888886,0.4126984126984127,0.8476654599461617
rummy,1.0,0.0,0.0,0.8775289428734104
ripe,1.0,0.0,0.0,0.821242768956012
almond,1.0,0.0,0.0,0.9141398454788988
anisic,1.0,0.0,0.0,0.8457894941181039
bitter almond,1.0,0.0,0.0,0.9085297200760958
cherry,1.0,0.0,0.0,0.9044122134298908
cooling,0.5,0.025,0.047619047619047616,0.8848270112546895
lemon,0.0,0.0,0.0,0.8883909962484369
pine,0.41379310344827586,0.3076923076923077,0.35294117647058826,0.8779700854700855
fishy,1.0,0.1282051282051282,0.22727272727272727,0.9122970085470086
apricot,1.0,0.0,0.0,0.7993750000000001
natural,1.0,0.0,0.0,0.7316249808193954
aromatic,1.0,0.0,0.0,0.7787325456498388
grapefruit,1.0,0.0,0.0,0.9344915273308279
hay,1.0,0.0,0.0,0.8400094515831401
smoked,0.6,0.08333333333333333,0.14634146341463414,0.8831553151153652
smoky,0.625,0.1388888888888889,0.22727272727272727,0.8817219216719842
sour,0.75,0.08333333333333333,0.15,0.8001340916447034
lily,1.0,0.0,0.0,0.8778725666990336
chocolate,1.0,0.0,0.0,0.843629664844307
cinnamon,0.6666666666666666,0.06060606060606061,0.1111111111111111,0.8951484924053502
violet,0.6666666666666666,0.12121212121212122,0.20512820512820512,0.8718481573843171
grass,1.0,0.0,0.0,0.794388761944329
bitter,1.0,0.0,0.0,0.7312655795596179
plum,1.0,0.0,0.0,0.803708316037083
geranium,1.0,0.0,0.0,0.7621142936211429
orris,0.5,0.10344827586206896,0.17142857142857143,0.7966733438260124
hyacinth,0.0,0.0,0.0,0.8975389898411791
muguet,1.0,0.0,0.0,0.9201427978906203
potato,1.0,0.0,0.0,0.8961456419979854
cortex,1.0,0.0,0.0,0.6842596433015347
tea,1.0,0.0,0.0,0.5779463174734846
